ler,1,"steady, smooth (for motion)",adj
snokfyan,1,personal belongings rack,n
tomperwì,1,sleet,n
letskxe,1,"stony, of stone",adj
tsong,1,valley,n
ue’,1,"vomit, vomit up",v:tr
äzantu,1,"domineering person; one who is bossy, authoritarian, or dictatorial",n
kllyem,1,bury,v:tr
lemrey,1,surviving (e.g. of entities from a group some of whom have died),adj
snatxärem,1,skeleton,n
tìsmaw,1,approval,n
skiempa,1,right side,n
fewi,1,chase,v:tr
’eoio,1,ceremonious,adj
fkxile,1,bib necklace,n
rìkxi,1,"tremble, shake, shiver",v:in
tìn,1,activity that keeps one busy,n
tompìva,1,raindrop,n
nìyll,1,"communally, in a communal manner",adv
klltseng,1,position,n
nìftär,1,to the left,adv
nìskien,1,to the right,adv
pamrelfya,1,spelling,n
tìmungwrr,1,exception,n
tsatu,1,that person,n
txey,1,halt (mainly in military use),v:in
kesran,1,"soso, mediocre",adj
ne’ìm,1,back (direction),adv
kelsar,1,"useless,  in vain",adj
few,1,"across, aiming for the opposite side of",adp
tsyeytsyìp,1,tiny bite,n
nìhay,1,next,adv
syulang,1,flower,n
yomyo,1,"plate, (for food)",n
fe’ranvi,1,"blemish, deformity, stain, flawed feature",n
lìngtskxe,1,unobtanium,n
säfmong,1,theft (particular instance),n
kakan,1,rough,adj
nìkakan,1,roughly,adv
txaw,1,punish,v:tr
ra’un,1,"surrender, relinquish, give up",v:tr
tìra’un,1,"surrender, relinquishment",n
’älek,1,determined,adj
tì’älek,1,determination,n
nì’älek,1,"determinedly, with determination",adv
kemuia,1,dishonor,n
lelewng,1,shameful (for people),adj
manawmtu,1,"excuse me sir, excuse me madam",intj
fì,1,this,aff:pre
leftxozä,1,celebratory,adj
sängop,1,creation,n
kllkulat,1,dig up,v:tr
stiwinga’,1,mischievous,adj
tangek,1,trunk (of a tree),n
ay,1,(future tense),aff:in
t,1,"(patientive case, direct object of transitive verb)",aff:suf
’ia,1,lose oneself (spiritual sense),v:in
’om,1,"violet, purple, magenta",adj
herwìva,1,snowflake,n
ilu,1,large plesiosaurlike sea creature,n
’ali’ä,1,collar / choker,n
vospxìvopey,1,November,n
pxiye’rìn,1,immediately (not as soon as pxiswaway),adv
tìtstewnga’,1,"courageous, brave",adj
tìfmi,1,attempt,n
pìmtxan,1,how much,inter
paysena,1,water container,n
vospxey,1,March,n
nì,1,...-ly (makes adverbs),aff:pre
an,1,(male gender suffix),aff:suf
nik,1,"convenient, usable without much expenditure of effort",adj
tsmìm,1,"track, trace (of animal or person)",n
atanvi,1,ray,n
kot,1,coat,n
hoan,1,comfort,n
tuvom,1,"greatest of all, exceedingly great",adj
tìspxin,1,"the state of being ill, sickness",n
ngoa,1,mud,n
la’ang,1,pile of stinking animal matter,n
sämunge,1,transportation tool or device,n
pxisre,1,right before,adp:len
kämakto,1,ride out,v:?
yehakx,1,"satisfied from hunger, full",adj
parul,1,miracle,n
nìnänän,1,"decreasingly, less and less",adv
yokx,1,shield,n
nìktungzup,1,"carefully, firmly",adv
nìloho,1,surprisingly,adv
tìfnunga’,1,quiet,adj
lekxutslu,1,risky,adj
frìp,1,bite,v:tr
ftxì,1,tongue,n
trrkive,1,Saturday,n
reltseo,1,visual art,n
puktsyìp,1,"pamphlet, booklet",n
uk,1,shadow,n
tìflänga’,1,successful,adj
pxek,1,"kick, shove",v:tr
ìm,1,(near past tense),aff:in
tsamopin,1,warpaint,n
tsngem,1,muscle,n
tsukanom,1,"available, obtainable",adj
txantur,1,powerful,adj
tsìng,1,four,num
kxutslu,1,risk,n
payfya,1,stream,n
ngul,1,"grey, drab",adj
’ekong,1,beat (rhythmic),n
eampin,1,"blue, green",n
’ompin,1,"violet, purple, magenta",n
nongspe’,1,pursue with an intent to capture,v:tr
e,1,(female gender suffix),aff:suf
yerik,1,"yerik, hexapede",n
ngawng,1,worm,n
ftärpa,1,left side,n
letsaktap,1,violent,adj
fewtusok,1,"opposite, on the opposite side",adj
ka wotx,1,"generally, for the most part",phr
sevin,1,pretty,adj
fäza’u,1,"come up, ascend",v:in
tìwäsul,1,competition,n
pxul,1,"formidable, imposing",adj
natxu,1,disapprove of,v:tr
vi,1,(particle used for something spawned from something bigger),aff:suf
kemuianga’,1,dishonorable,adj
tìsay,1,loyalty,n
nìtkan,1,"purposefully, deliberately",adv
aho,1,pray,v:in
fkew,1,mighty,adj
il,1,bend,v:in
lopx,1,panic,v:in
pxasul,1,"fresh, appealing as food",adj
rina’,1,seed,n
slayk,1,"brush, comb",v:tr
yaymak,1,"foolish, ignorant",adj
yengwal,1,sorrow,n
fäpyo,1,roof,n
ftxìvä’,1,bad tasting,adj
klltxeykay,1,lay (something) on the ground,v:tr
utumauti,1,banana fruit,n
pxayopin,1,"colorful, multicolored, variegated",adj
pxesrray,1,three days from now,adv
sälatem,1,"change (instance of), edit, modification",n
sempu,1,daddy (affectionate form of),n
sìlronsem,1,"clever, smart (thing)",adj
skxirtsyìp,1,"cut, bruise, minor wound",n
eyweveng,1,Pandora,n:pr
tìk,1,"immediately, without delay",adv
say,1,loyal,adj
nìFranse,1,French,adv
nìToitsye,1,German,adv
Yuesey,1,U.S.A.,n:pr
leNa’vi,1,"having to do with the Na’vi, the People",adj
Eywa’eveng,1,Pandora,n:pr
’al,0,waste,v:tr
’ango,0,soft (of a sound),adj
’angtsìk,0,hammerhead,n
’anla,0,yearn for,v:tr
’asap,0,sudden shock,n
’awkx,0,cliff,n
’awm,0,camp,n
’e’in,0,"pod, gourd",n
’ekxin,0,tight,adj
’engeng,0,level,adj
’etnaw,0,shoulder,n
’ewrang,0,loom,n
’llngo,0,hip,n
’rrko,0,roll,v:in
’ä’o,0,pitcher plant,n
’ìheyu,0,spiral,n
akwey,0,male Na’vi,n:pr
amhul,0,female Na’vi,n:pr
aonung,0,male Na’vi of the Metkayina Clan,n:pr
ateyitan,0,son of Ateyo,n:pr
ateyo,0,male Na’vi,n:pr
entu,0,male Na’vi,n:pr
kamun,0,male Na’vi,n:pr
kekunan,0,Na’vi Clan name,n:pr
kelnì,0,Cologne,n:pr
li’ona,0,Na’vi Clan name,n:pr
lo’ak,0,Jake and Neytiri’s second born son,n:pr
lo’akur,0,Toruk Makto Amulet,n:pr
losäntsyelesì,0,Los Angeles,n:pr
mo’at’ite,0,daughter of Mo’at,n:pr
naranawm,0,Polyphemus,n:pr
nawmtoruktek,0,Toruk Makto Totem,n:pr
neteyam,0,Jake and Neytiri’s first born son,n:pr
newey,0,female Na’vi,n:pr
poston,0,Boston,n:pr
rini,0,female Na’vi,n:pr
ronal,0,Female Na’vi of the Metkayina Clan,n:pr
rongloa,0,Na’vi Clan name,n:pr
rotxo,0,male Na’vi of the Metkayina Clan,n:pr
seze,0,Neytiri’s banshee,n:pr
silwanin,0,Neytiri’s sister,n:pr
sorewn,0,female Na’vi,n:pr
swotulu,0,sacred river,n:pr
tipani,0,Na’vi Clan name,n:pr
tonowari,0,male Na’vi of the Metkayina Clan,n:pr
tsawkenay,0,Alpha Centauri B,n
tsenu,0,female Na’vi,n:pr
tsireya,0,female of the Metkayina Clan,n:pr
tskaha,0,Na’vi Clan name,n:pr
tsumongwi,0,original name for the Omatikaya,n:pr
tuke,0,female Na’vi,n:pr
txewì,0,male Na’vi,n:pr
txilte,0,female Na’vi,n:pr
txärpawk,0,Palulukan Bone Horn,n:pr
uniltaron,0,Dream Hunt,n:pr
va’ru,0,male Na’vi,n:pr
vitrautral,0,Tree of Souls,n:pr
yeysu,0,Jesus,n:pr
afpawng,0,grief,n
atxar,0,"smell of living animals, as found around a watering hole",adj
au,0,exclamation of consternation,intj
awaiei,0,banshee of paradise,n
epxang,0,stone jar used to hold small toxic arachnid,n
ewku,0,taste (not intentionally),v:tr
eyaye,0,warbonnet,n
fkay,0,hateful,adj
fkio,0,tetrapteron,n
fkip,0,up among,adp
fkxake,0,itch,v:in
flawkx,0,leather,n
flawm,0,cheek,n
flefle,0,"Sol’s delight, magnetotrophic plant",n
fmal,0,sustain,v:tr
fnawe’,0,cowardly,adj
fpak,0,"hold off, suspend action",v:in
fpxafaw,0,medusa,n
ftxavang,0,passionate,adj
fwang,0,"savory, umami, rich",adj
fwem,0,"dull, blunt (as a point)",adj
fyan,0,constructed device for keeping something off the ground and clean,n
fyel,0,"seal, make impervious",v:tr
fyuatx,0,anemonoid,n
fyìp,0,"tendril, tentacle",n
hefi,0,smell (not intentionally),v:tr
heyr,0,chest,n
hoet,0,"vast, broad, expansive",adj
hupx,0,"miss, not hit a target",v:tr
i’en,0,stringed instrument,n
ikut,0,large pestle (grinding tool); mealmashing pole,n
ingyen,0,feeling of mystery or incomprehension,n
keyn,0,put down,v:tr
kinä,0,seven,num
koum,0,"rounded, curved",adj
kung,0,"putrid, fetid, rotten",adj
kurakx,0,drive out,v:tr
kuru,0,neural queue,n
kxaylte,0,cillaphant,n
kxeltek,0,"pick up, lift",v:tr
kxem,0,be vertical,v:in
kxukx,0,swallow,v:tr
kxänäng,0,"smell of decaying animal/flesh, rotting, putrid",adj
kärìp,0,push,v:tr
kìm,0,"spin, to spin (something)",v:tr
kìmar,0,"in season (of foods, vegetable or animal)",adj
lanay’ka,0,slinger,n
liswa,0,nourishment,n
litx,0,sharp (as a blade),adj
lo’a,0,"totem, amulet",n
lìktap,0,crooked,adj
mal,0,"trustworthy, trustinspiring",adj
masat,0,breastplate (armor),n
mawup,0,turtapede,n
mekre,0,supplies,n
merki,0,ground rack (for smoking meats),n
mrr,0,five,num
mulpxar,0,roosterhead plant,n
nawri,0,talented,adj
ngep,0,navel,n
nget,0,"smell of decaying wood and leaves, dank (nonanimal decay)",adj
ngrr,0,root,n
niä,0,grab,v:tr
nìkx,0,gravel,n
oìsss,0,"angry snarl, ’watch it!’",intj
pasuk,0,berry,n
pawk,0,"horn, wind instrument",n
pil,0,facial stripe,n
pom,0,kiss,v:tr
pukap,0,six,num
pxey,0,three,num
pänu,0,promise,n
raspu’,0,leggings (used in war),n
rawke,0,"alarm cry, call to defense",intj
rawp,0,bladder polyp,n
rem,0,fuel,n
reng,0,shallow (physically),adj
renten,0,"goggles, (made from insect wings, carved from wood, etc)",n
reym,0,dry land,n
ripx,0,pierce,v:tr
rurur,0,water that is aeriated while flowing among the rocks of a very gradually sloping stream (countable),n
rìn,0,wood,n
saa,0,threatening cry,intj
satu’li,0,heritage,n
sau,0,"exclamation upon exertion, urgh",intj
sayrìp,0,"handsome, good looking",adj
seyri,0,lip,n
seyto,0,butcher (in the sense of separating or processing the carcass of a dead animal),v:tr
skepek,0,formal,adj
skien,0,right (not left),adj
skuka,0,sagittaria,n
sloa,0,wide,adj
sloan,0,pour,v:tr
smar,0,"prey, hunted thing",n
snew,0,"constrict, tighten",v:tr
sngukx,0,grub plant,n
snäm,0,"rot, decay, degrade over time",v:in
srakat,0,dinicthoid,n
srok,0,bead (decorative),n
srìn,0,transfer from one to another (rarely used without prefix),v:tr
stxenu,0,offer,n
swek,0,"bar, rod, pole",n
swok,0,sacred,adj
swotu,0,sacred place,n
syam,0,to smell (intentionally),v:tr
syanan,0,a single drop or series of smaller waterfalls occurring sequentially along a stream or series of pools (countable),n
syawn,0,blessing,n
syay,0,fate,n
syo,0,"light (physical weight), lightweight",adj
syä’ä,0,bitter,adj
säro’a,0,do great deeds,n:si
tete,0,dull (as a blade),adj
tsahey,0,"expression of warning or frustration, ’crap!’, ’ah, hell!’",intj
tseltsul,0,whitewater rapids,n
tsiki,0,reef tick,n
tskalep,0,crossbow,n
tskawr,0,limp,v:in
tsmi,0,nectar,n
tsngal,0,cup,n
tsngan,0,"meat, obtained from terrestial animals",n
tstunkem,0,do a favor,n:si
tstxa’a,0,canalyd,n
tsuksìm,0,chin,n
tswin,0,"queue, braid",n
tsyal,0,wing,n
tsìsyì,0,whisper,v:in
tukru,0,spear,n
txansngum,0,feel desperate,n:si
txatx,0,bubble,n
txay,0,"be horizontal, lie flat",v:in
txewk,0,club (weapon),n
txll’u,0,hookagourd,n
täftxu,0,weave,v:tr
tì’awm,0,camp,n:si
um,0,loose,adj
unyor,0,sweetly aromatic (a flowery or aromatic woody sort of smell; may also refer to some spices used in Na’vi cooking),adj
vawt,0,"solid, not hollow",adj
vitra,0,soul,n
vol,0,eight,num
vul,0,branch (of a tree),n
väng,0,thirsty,adj
walew,0,"get over, accept some fact, reconcile oneself, move on",v:in
we’ay,0,sour,adj
yaney,0,canoe,n
yemfpay,0,dip into liquid,n:si
yey,0,straight,adj
yuey,0,beautiful (inner beauty),adj
yän,0,"fasten, tie down",v:tr
zare’,0,"forehead, brow",n
zeswa,0,grass,n
zir,0,"touch, feel, texture",n
zung,0,crouch,v:in
zärìp,0,pull,v:tr
zìm,0,feel (not intentionally),v:tr
änsìt,0,male Na’vi,n:pr
ìstaw,0,male Na’vi,n:pr
ìley,0,war cry,intj
ìlva,0,"flake, drop, chip",n
ìpxa,0,fern,n
tunu,0,romantic,adj
zin,0,tangled,adj
tìzin,0,"tangle, tangle up",n:si
he’a,0,cough,v:in
fwal,0,wipe,v:tr
ngungung,0,rub,v:tr
rungfwam,0,"rungfwam, saber hog",n
mungsye,0,inhale,v:in
pìtìk,0,"scratch (non-harmfully, as an itch)",v:tr
tsupx,0,"scratch (harmfully, as with a claw)",v:tr
lonusye,0,"exhale, blow",v:in
tsuk,0,-able/-ible (receptive ability),aff:pre
ngrrfpìl,0,key assumption,n
fra,0,"every, all",aff:pre
uy,0,"(formal, ceremonial)",aff:in
pe,0,"what, which (question prefix)",aff:pre
ei,0,(positive affect),aff:in
äng,0,(negative affect),aff:in
ats,0,"(inferential, suppositional)",aff:in
tsyìp,0,little (diminutive suffix),aff:suf
äp,0,(reflexive),aff:in
ri,0,(topical case),aff:suf
ol,0,(perfective aspect),aff:in
pon,0,balance,v:tr
lipx,0,drip,v:in
torukspxam,0,"octoshroom, great leonopteryx fungus",n
loran,0,"elegance, grace",n
fyanyì,0,shelf,n
yawnyewla,0,"broken heart, broken heartedness",n
txeptseng,0,place where a fire is burning or has burned,n
txepvi,0,spark,n
lì’kong,0,syllable,n
vurway,0,"story poem, narrative poem",n
waytelem,0,song cord,n
txurtu,0,"strongman/woman, brawny person",n
plltxepam,0,speech sound; phoneme,n
tstalsena,0,knife sheath,n
tutsena,0,stretcher,n
sngumtsim,0,"worrisome matter, source of worry",n
sngeltseng,0,"rubbish place, garbage dump",n
txanwetseng,0,"personally significant or beloved place, heimat (ger.)",n
fngä’tseng,0,restroom (on Earth),n
kantseng,0,destination,n
’oktrr,0,day of commemoration,n
’evan,0,boy (colloquial),n
’itetsyìp,0,little daughter (term of endearment),n
anìheyu,0,"fibonacci, blue spiral plant",n
apxangrr,0,delta tree,n
eanean,0,"cheadle, herbaceous plant",n
eltungawng,0,brainworm,n
emkäfya,0,"ford, crossing",n
eolì’uvi,0,prefix,n
eyawrfya,0,"right way (of doing something), correct path",n
srekamtrr,0,the time before noon,n
srekamtxon,0,before midnight,n
onlor,0,goodsmelling,adj
ontsang,0,nose ring,n
onvä’,0,badsmelling,adj
pa’liwll,0,direhorse pitcher plant,n
pamtseowll,0,"cat ear, music plant",n
pamuvan,0,sound play,n
parulnga’,0,miraculous,adj
parultsyìp,0,term of affection for children,n
paskalin,0,sweet berry (term of endearment),n
pätsì,0,badge,n
payìva,0,drop of water,n
paynäpll,0,pineapple,n
paysmung,0,water carrier,n
paysyul,0,water lily,n
paywll,0,"water plant, dapophet",n
täftxuyu,0,weaver,n
tafkip,0,from up among,adp
ta’lengean,0,skin blue,adj
tanleng,0,bark (of a tree),n
swizawsena,0,quiver (attached to ikran’s saddle),n
’e’insey,0,drinking gourd,n
’ekxinumpe,0,"how tight, loose?",inter
tireaioang,0,spirit animal,n
’eyt,0,the symbol 8 (not the value eight),n
’ongopyu,0,designer,n
’opinvultsyìp,0,crayon,n
akrrmaw,0,after (temporal),conj
aystampe,0,what men,inter
aystepe,0,what women,inter
aysupe,0,what people,inter
ewktswo,0,(sense of) taste,n
nefä,0,up (direction),adv
nayn,0,the symbol 9 (not the value nine),n
fe’ran,0,"flawed nature, something illconceived or inherently defective",n
fìtseng(e),0,"here, this place",adv
fkxakewll,0,itch plant,n
flìnutx,0,thickness,n
fnawe’tu,0,coward,n
kiantu,0,blameworthy person,n
fkeyk,0,"state of, condition of",aff:suf
fne,0,type of,aff:pre
fnelan,0,male,n
fnele,0,female,n
fnetxum,0,allergen,n
fpomronga’,0,healthful (mentally),adj
frafya,0,in every way,adv
ftuopa,0,from behind,adp
ftxulì’uyu,0,"orator, (public) speaker",n
fwäkìwll,0,mantis orchid,n
fyawìntxu,0,guide (with dative of thing guided),v:in
fyawìntxuyu,0,guide,n
fyinep’ang,0,degree of complexity,n
fyinep’angpe,0,how complex?,inter
fyìpmaut,0,squid fruit tree,n
fyolup,0,"exquisite, sublime in style",adj
hametsì,0,leavened bread,n
hawntsyokx,0,glove,n
hawnven,0,shoe,n
hawtsyìp,0,nap,n
hefitswo,0,(sense of) smell,n
hermeyp,0,snow flurry,n
hertxayo,0,snow field,n
hìmtxew,0,minimum,n
hìpey,0,"hesitate, hold back for a short time",v:in
hìrumwll,0,puffer plant,n
holpxaype,0,how many,inter
inanfya,0,sense (means of perception),n
ingyenga’,0,"mysterious, puzzling, enigmatic",adj
ionar,0,banshee rider visor,n
kakpam,0,deaf,adj
kalweyaveng,0,son of a bitch (vulgar),n
käpxì,0,rear (part or section),n
kawtseng,0,nowhere,adv
ke’aw,0,"divided, torn apart, striferidden",adj
kefpomronga’,0,unhealthful (mentally),adj
kelfpomtokx,0,unhealthy (physically),adj
keltsun,0,impossible,adj
kenzen,0,not necessarily,adv
käsatseng,0,out there,adv
txeptsyìp,0,flame,n
kesätarenga’,0,irrelevant,adj
ketsuk,0,in-...-able/-ible (receptive ability),aff:pre
ketsukanom,0,"unavailable, unobtainable",adj
ketsuklewn,0,"intolerable, unacceptable, unendurable, unbearable",adj
ketsuktswa’,0,unforgettable,adj
keynven,0,step,v:in
keyrel,0,facial expression,n
kezin,0,untangled,adj
kipxì,0,one-seventh,n
kllkä,0,"go down, descend, (for astronomical bodies) set",v:in
kllza’u,0,"come down, descend",v:in
koakte,0,old woman,n
koaktutral,0,goblin thistle,n
kurfyan,0,hamper or suspended rack,n
kurfyavi,0,hook (for hanging or suspending an item),n
kurkung,0,asshole (vulgar),n
kxamtrrmaw,0,"the time immediately after noon, early afternoon",n
kxamyì,0,intermediate level,n
kxapnga’,0,threatening,adj
kxaylyì,0,high level,n
kxumpaysyar,0,glue,n
väfewll,0,"Centipede, badsmell plant",n
värumut,0,vein pod,n
vawmpin,0,dark color,n
venga’,0,"organized, ""on top of things""",adj
venzek,0,toe,n
pxayzekwä,0,spiny whips,n
ralke,0,"meaningless, devoid of content",adj
ralnga’,0,"meaningful, instructive, something from which a lesson can be learned",adj
la’ape,0,"how near, how far, what distance",inter
lanutral,0,dandetiger,n
le’en,0,"speculative, intuitive",adj
lefpomron,0,healthy (mentally),adj
lefrir,0,layered,adj
lehawmpam,0,noisy,adj
lehìpey,0,"hesitant, in a state of hesitation",adj
lepwopx,0,cloudy,adj
lereyfya,0,cultural,adj
lerìk,0,leafy,adj
lerìn,0,"wooden, of wood",adj
leronsrel,0,imaginary,adj
leskxir,0,wounded,adj
lesnonrra,0,full of selfpride,adj
leso’ha,0,"enthusiastic, keen",adj
letsunslu,0,possible,adj
letswal,0,powerful,adj
letut,0,"constant, continual",adj
letwan,0,"dodgy, sneaky (of a person)",adj
letxiluke,0,unhurried,adj
lewäte,0,"disagreeable, argumentative (of an agent)",adj
leweopx,0,wavelike,adj
leyapay,0,"foggy, misty",adj
lezeswa,0,grassy,adj
lì’upe,0,"what (word, utterance)",inter
lukpen,0,"without clothing, naked",adj
lukftang,0,"constant, continual",adj
lortsyal,0,shimmyfly,n
lìmsimpe,0,"how near, how far",inter
maitan,0,my son (form of address),phr
maite,0,my daughter (form of address),phr
matsa,0,"matsa, crackers",n
meitayo,0,wetlands,n
mestampe,0,what two men,inter
mestepe,0,what two women,inter
mesupe,0,what two people,inter
meyptu,0,weakling,n
miktsang,0,earring,n
mikvä’,0,badsounding,adj
mìnyu,0,"turner, twisted lily",n
momek,0,"hollow, not solid",adj
munsna,0,pair,n
nafpawng,0,"grievingly, with grief",adv
nam’ake,0,confidently,adv
neympin,0,light color,n
ngimpup,0,length,n
ngulpin,0,grey,n
nì’al,0,wastefully,adv
nì’eng,0,"equally, on the same level",adv
nì’eoio,0,ceremoniously,adv
nì’eveng,0,"like a child, immaturely",adv
nìawnomum,0,"as you know, as is known (casual speech [naw.no.mum])",adv
nìayoeng,0,"like us, as we do",adv
nìflrr,0,"gently, tenderly",adv
nìfmokx,0,"jealously, enviously",adv
nìfnu,0,silently,adv
nìfpxamo,0,"horribly, terribly, awfully",adv
nìfrir,0,in layers,adv
nìfwefwi,0,"by whistling, in a whistling manner",adv
nìfyeyntu,0,"like an adult, maturely",adv
nìhawmpam,0,noisily,adv
nìhìpey,0,hesitantly,adv
nìhoan,0,comfortably,adv
nìhoet,0,"widely, pervasively",adv
nìhol,0,"few, not many",adv
nìhona,0,"endearingly, sweetly",adv
nìk’ärìp,0,steadily,adv
nìkanu,0,"intelligently, in a smart way",adv
nìkelkin,0,unnecessarily,adv
nìkemweypey,0,impatiently,adv
nìklonu,0,"firmly, steadfastly, faithfully",adv
nìkmar,0,"in the right season, opportunely",adv
nikroi,0,hair adornment,n
niktsyey,0,food wrap (food items wrapped in edible leaves or vines),n
nìkxap,0,threateningly,adv
nìkxem,0,vertically,adv
nìler,0,steadily,adv
nìmeyp,0,"weakly, loosely",adv
nìmweypey,0,patiently,adv
nìnäk,0,"by drinking, in a liquid way",adv
ninan,0,by reading,adv
nìnew,0,"voluntarily, willingly, by desire",adv
nìngong,0,"lethargically, lazily",adv
ningyen,0,"mysteriously, in a puzzling fashion",adv
nìnrra,0,"proudly, with pride",adv
nìolo’,0,(together) as members of a clan,adv
nìpxim,0,"erectly, rightly",adv
nìpxul,0,"formidably, imposingly",adv
nìrìkxi,0,"shakily, tremblingly",adv
nìronsrel,0,"in imagination, by imagination",adv
nìslele,0,by swimming,adv
nìso’ha,0,enthusiastically,adv
nìsngum,0,"worryingly, fretfully",adv
nìsoaia,0,(together) as members of a family,adv
nìsteng,0,similarly,adv
nìsti,0,angrily,adv
nìswey,0,"optimally, best",adv
nìsyayvi,0,by chance or coincidence,adv
nìsyep,0,"tightly, in an iron grip",adv
nìt’iluke,0,"neverendingly, forever",adv
nìtsim,0,"originally, in an original way, with originality",adv
nìtsìsyì,0,"by whispering, in a whisper",adv
nìtson,0,"dutifully, as an obligation",adv
nìtstew,0,"bravely, courageously",adv
nìtsyìl,0,by climbing,adv
nìtxankeltrrtrr,0,extraordinarily,adv
nìtxay,0,horizontally,adv
nìtxi,0,"hurriedly, in a frenzied way",adv
nìtxiluke,0,"unhurriedly, leisurely",adv
nìtxukx,0,deeply,adv
nìwäte,0,"disagreeably, begrudgingly",adv
nìwawe,0,"meaningfully, significantly",adv
nìyewla,0,"in a disappointing fashion, in a way failing to meet expectations",adv
nìyeyfya,0,"straight ahead, in a straight line",adv
nìzevakx,0,cruelly,adv
paystan,0,what men,inter
payste,0,what women,inter
paysu,0,what people,inter
pefyinep’ang,0,how complex?,inter
pekxinum,0,"how tight, loose?",inter
’ekxinum,0,"degree of tightness, looseness",n
pela’a,0,"how near, how far, what distance",inter
pelìmsim,0,"how near, how far",inter
pemste,0,what two women,inter
pemsu,0,what two people,inter
penghrrap,0,"binary sunshine, fringed lamp",n
pensìl,0,pencil,n
pemstan,0,what two men,inter
pepstan,0,what three men,inter
pepste,0,what three women,inter
pepsu,0,what three people,inter
peslosnep,0,"what width, how wide?",inter
pestan,0,what man,inter
peste,0,what woman,inter
pinvul,0,crayon,n
pìwopxtsyìp,0,nebula,n
polpxay,0,how many,inter
prrku,0,womb,n
prrnesyul,0,bud,n
prrsmung,0,baby carrier,n
prrwll,0,moss,n
pupxì,0,one-sixth,n
pxawpa,0,"perimeter, circumference, border",n
pxawpxun,0,armband,n
pxawtxap,0,squeeze,v:tr
pxestampe,0,what three men,inter
pxestepe,0,what three women,inter
pxesupe,0,what three people,inter
kllpxiwll,0,lionberry,n
pxiut,0,"razor palm, sharp tree",n
pxiwll,0,hermit bud plant,n
pxorna’lor,0,"sari, beautiful exploding seed plant",n
pxorna’,0,"episoth, exploding seed",n
pxorpam,0,ejective consonant,n
pxuntil,0,elbow,n
relvul,0,"pen, pencil, writing stick",n
pamrelvul,0,"pen, pencil, writing stick",n
rengop,0,design (finer detail),v:tr
rey’eng,0,the Balance of Life,n
rimpin,0,yellow,n
nguway,0,"howl, viperwolf cry",n
ronguwayyu,0,howler,n
ronsrel,0,something imagined,n
rumaut,0,cannonball fruit tree,n
sa’ewrang,0,"mother loom, giant loom",n
sa’nutsyìp,0,little mommy (used for young girls),n
sä’anla,0,yearning,n
säfmi,0,attempt,n
säfe’ul,0,worsening (specific instance),n
säfrìp,0,bite,n
säfyep,0,handle,n
sähe’a,0,"cough, instance of coughing",n
saho,0,prayer,n
säkxange,0,yawn,n
sälätxayn,0,"defeat, an instance of defeat",n
säleymfe’,0,complaint,n
sälipx,0,drop (of a liquid),n
sämyam,0,"hug, embrace",n
sängä’än,0,bout of suffering; episode of depression,n
sänui,0,failure (particular instance of failure),n
säpllhrr,0,warning,n
säpom,0,kiss,n
särawn,0,"replacement, substitute, something that replaces something else",n
säseyto,0,butchering tool,n
säsìlpey,0,hope (particular instance),n
säsrese’a,0,prediction,n
säsrìn,0,lent or borrowed thing,n
säsyep,0,trap,n
sätarenga’,0,"relevant, pertinent",adj
sätaron,0,hunt,n
sätsan’ul,0,improvement (specific instance),n
sätseri,0,"observation, something noticed",n
sätsìsyì,0,whisper,n
sätsyìl,0,"climbing event, a climb",n
säyäkx,0,snub,n
säzärìp,0,"face lead, rein",n
skayp,0,Skype,n
slosnep,0,width,n
slosneppe,0,"what width, how wide?",inter
snafpìlfya,0,philosophy,n
snapamrelvi,0,alphabet,n
snatanhì,0,constellation,n
snatanhìtsyìp,0,star cluster,n
snaytu,0,loser,n
sngunga’,0,"worrisome, troubling",adj
snonrra,0,selfpride (negative connotation),n
snotipx,0,selfcontrol,n
somtìlor,0,"popsicle, hot beauty",n
späpeng,0,restore oneself (metaphorically),v:in
spulyaney,0,canoe paddle,n
stawmtswo,0,(sense of) hearing,n
sumsey,0,drinking vessel made of shell,n
sunkesun,0,like it or not,adv
swaynivi,0,family hammock,n
swoasey,0,"kava bowl (constructed from seed pods, used for drinking intoxicating beverages), handsized",n
sye’otxang,0,wind instrument,n
syeptute,0,"hyneman, person trapper",n
syewenga’,0,fatty,adj
syokup,0,weight (physical) ,n
syuratan,0,bioluminescence,n
syusmung,0,food tray,n
tarnioang,0,predator animal,n
taronyutsyìp,0,little hunter,n
tarpongu,0,hunting party,n
tautral,0,sky tree,n
taweyk,0,because,conj
syuvekel,0,famine,n
rumut,0,puffball tree (Obesus rotundus),n
tawsyuratan,0,aurora,n
tawtsngal,0,"panopyra, sky cup",n
teswotìng,0,grant,v:tr
temrey,0,survival,n
tì’awpo,0,"individuality (negative connotation), selfishness",n
tì’eylan,0,friendship,n
tì’ipu,0,humor,n
tì’ul,0,increase,n
tìaho,0,"prayer (in general, abstract idea)",n
tìfe’ul,0,worsening (in the general or abstract sense),n
tìflrr,0,"gentleness, tenderness",n
tìfnawe’,0,cowardice,n
tìfnu,0,"quiet, silence",n
tìfpxamo,0,horror,n
tìftxavang,0,passion,n
tìfyawìntxu,0,guidance,n
tìfyeyn,0,"ripeness, maturity, full fruition",n
tìhawnuwll,0,"spartan, protection plant",n
tìhìpey,0,hesitation,n
tìhona,0,"cuteness, adorableness",n
tìkakpam,0,deafness,n
